order_id,customer_id,order_timestamp,archetype,account_age_days,lifetime_orders_before,lifetime_returns_before,returns_last_7_days,returns_last_90_days,orders_last_30_days,has_previous_order,current_order_value,average_order_value,product_category,item_count,delivery_confirmed,return_hours_after_delivery,selected_return_reason,return_reason_changed,same_reason_multiple_products,refund_requested_before_pickup,accounts_on_same_device,accounts_on_same_address,payment_method,shipping_billing_address_mismatch,payment_method_is_novel,contacted_support_before_return,previous_return_claims_last_15_days,support_contacts,return_requested,refund_issued,is_return_abuse,is_chargeback,raw_risk_score,risk_score_0_1,customer_history_score,current_order_score,return_behavior_score,network_score,transaction_score,support_score,score_customer_history_new_account,score_customer_history_low_lifetime_orders,score_customer_history_lifetime_return_order_ratio,score_customer_history_returns_last_7_days,score_customer_history_returns_last_90_days,score_customer_history_orders_last_30_days,score_current_order_order_value,score_current_order_product_category,score_current_order_repeat_item_count,score_return_behavior_return_requested_after_delivery,score_return_behavior_other_return_reason,score_return_behavior_return_reason_changed,score_return_behavior_same_reason_multiple_products,score_return_behavior_refund_requested_before_pickup,score_network_accounts_on_same_device,score_network_accounts_on_same_address,score_transaction_cash_on_delivery,score_transaction_shipping_billing_address_mismatch,score_transaction_payment_method_novelty,score_support_no_support_contact_before_return,score_support_previous_return_claims_last_15_days,risk_band
ORD_000337,CUST_00602,2026-01-02 05:50:00.000000,frequent_legitimate,435,0,0,0,0,0,False,3808.18,,Footwear,1,1,40.3,Damaged,0,0,0,1,2,UPI,0,0,0,0,0,1,1,0,0,0.25,0.121951,0.05,0.1,0.05,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,low
ORD_003102,CUST_00693,2026-01-02 08:21:00.000000,normal,301,0,0,0,0,0,False,2224.36,,Books,1,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_001830,CUST_00848,2026-01-02 08:34:00.000000,normal,32,0,0,0,0,0,False,4772.75,,Apparel,1,1,,,0,0,0,1,1,UPI,0,0,1,0,1,0,0,0,0,0.2,0.097561,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000032,CUST_00388,2026-01-02 10:47:00.000000,normal,248,0,0,0,0,0,False,8102.82,,Footwear,1,1,2.02,Damaged,0,0,0,1,1,Netbanking,1,0,1,0,1,1,1,0,0,0.25,0.121951,0.05,0.1,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,low
ORD_001468,CUST_00347,2026-01-02 13:11:00.000000,normal,496,0,0,0,0,0,False,1878.3,,Home Goods,1,1,,,0,0,0,2,1,Card,0,0,1,0,1,0,0,0,0,0.2,0.097561,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000565,CUST_00287,2026-01-02 14:06:00.000000,normal,576,0,0,0,0,0,False,2955.51,,Luxury Cosmetics,1,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000607,CUST_00276,2026-01-02 17:05:00.000000,normal,404,0,0,0,0,0,False,4198.45,,Consumer Electronics,1,1,,,0,0,0,1,1,Cash on Delivery,0,0,1,0,0,0,0,0,0,0.3,0.146341,0.05,0.15,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,low
ORD_003250,CUST_00825,2026-01-02 17:36:00.000000,normal,239,0,0,0,0,0,False,11752.75,,Footwear,3,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000768,CUST_00379,2026-01-02 21:49:00.000000,normal,827,0,0,0,0,0,False,1175.79,,Apparel,1,1,,,0,0,0,1,1,Netbanking,0,0,1,0,1,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_002802,CUST_00789,2026-01-02 23:44:00.000000,normal,468,0,0,0,0,0,False,2653.53,,Consumer Electronics,1,1,,,0,0,0,1,1,UPI,0,0,1,0,1,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000399,CUST_00713,2026-01-03 02:14:00.000000,frequent_legitimate,419,0,0,0,0,0,False,2497.22,,Books,3,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000400,CUST_00602,2026-01-03 03:07:29.113266,frequent_legitimate,435,1,0,0,0,1,True,1061.72,3808.18,Apparel,2,1,,,0,0,0,1,1,UPI,0,0,1,0,1,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000593,CUST_00234,2026-01-03 03:29:00.000000,new_legitimate,8,0,0,0,0,0,False,536.71,,Home Goods,2,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_001127,CUST_00218,2026-01-03 03:43:00.000000,new_legitimate,43,0,0,0,0,0,False,1293.93,,Apparel,1,1,,,0,0,0,2,1,UPI,0,0,1,0,0,0,0,0,0,0.2,0.097561,0.05,0.1,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_007219,CUST_00834,2026-01-03 03:55:00.000000,normal,716,0,0,0,0,0,False,5080.43,,Apparel,1,1,107.43,Item not received,0,0,0,1,1,Card,0,0,0,0,0,1,0,0,0,0.3,0.146341,0.05,0.15,0.1,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_002007,CUST_00452,2026-01-03 04:47:00.000000,normal,961,0,0,0,0,0,False,591.77,,Consumer Electronics,6,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.2,0.097561,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000244,CUST_00634,2026-01-03 10:10:00.000000,normal,948,0,0,0,0,0,False,4252.16,,Apparel,4,1,,,0,0,0,1,1,Wallet,0,0,1,0,0,0,0,0,0,0.3,0.146341,0.05,0.25,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000896,CUST_00487,2026-01-03 10:49:00.000000,normal,225,0,0,0,0,0,False,1976.54,,Consumer Electronics,1,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_002690,CUST_00777,2026-01-03 11:47:00.000000,normal,280,0,0,0,0,0,False,1207.23,,Footwear,1,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000015,CUST_00460,2026-01-03 13:06:00.000000,normal,794,0,0,0,0,0,False,2919.07,,Home Goods,2,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000357,CUST_00740,2026-01-03 15:20:00.000000,normal,931,0,0,0,0,0,False,2573.31,,Luxury Apparel,2,1,,,0,0,0,1,1,Card,0,0,1,0,1,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_001159,CUST_00291,2026-01-03 15:21:03.860719,normal,551,1,0,0,0,1,True,2232.15,2218.25,Home Goods,1,1,,,0,0,0,1,1,Card,0,0,1,0,2,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_003511,CUST_00307,2026-01-03 18:52:00.000000,normal,601,0,0,0,0,0,False,2141.47,,Accessories,1,1,25.66,Damaged,0,0,0,1,1,Netbanking,0,0,0,0,0,1,1,0,0,0.15,0.073171,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_001359,CUST_00457,2026-01-03 19:14:29.775537,normal,245,1,1,1,1,1,True,554.0,1419.0,Consumer Electronics,2,1,17.52,Wrong item,0,0,0,1,1,Card,0,0,1,1,0,1,1,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000247,CUST_00681,2026-01-04 04:17:00.000000,normal,847,0,0,0,0,0,False,3876.05,,Home Goods,1,1,,,0,0,0,1,1,UPI,1,0,1,0,1,0,0,0,0,0.3,0.146341,0.05,0.15,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,low
ORD_000332,CUST_00734,2026-01-04 04:45:00.000000,normal,335,0,0,0,0,0,False,1888.59,,Grocery,2,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000719,CUST_00976,2026-01-04 06:14:00.000000,normal,379,0,0,0,0,0,False,631.36,,Home Goods,2,1,,,0,0,0,1,1,UPI,1,0,1,0,2,0,0,0,0,0.2,0.097561,0.05,0.05,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,low
ORD_000200,CUST_00494,2026-01-04 08:21:00.000000,normal,312,0,0,0,0,0,False,1758.57,,Footwear,1,1,,,0,0,0,1,1,UPI,1,0,1,0,0,0,0,0,0,0.2,0.097561,0.05,0.05,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,low
ORD_002366,CUST_00586,2026-01-04 14:48:00.000000,normal,459,0,0,0,0,0,False,3381.41,,Consumer Electronics,2,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.2,0.097561,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000350,CUST_00376,2026-01-04 15:01:00.000000,new_legitimate,39,0,0,0,0,0,False,6101.49,,Gaming,1,1,40.93,Change of mind,0,0,1,1,1,Cash on Delivery,0,0,1,0,1,1,1,0,0,0.5,0.243902,0.05,0.1,0.25,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,low
ORD_000049,CUST_00021,2026-01-04 15:19:00.000000,normal,601,0,0,0,0,0,False,5276.12,,Books,3,1,,,0,0,0,1,1,UPI,0,0,1,0,1,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000093,CUST_00135,2026-01-04 16:04:00.000000,normal,613,0,0,0,0,0,False,1225.45,,Apparel,1,1,,,0,0,0,1,1,Cash on Delivery,0,0,1,0,0,0,0,0,0,0.25,0.121951,0.05,0.1,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,low
ORD_001639,CUST_00648,2026-01-04 16:04:00.000000,normal,806,0,0,0,0,0,False,574.15,,Apparel,1,1,,,0,0,0,1,1,Card,0,0,1,0,1,0,0,1,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000039,CUST_00495,2026-01-04 20:49:00.000000,normal,117,0,0,0,0,0,False,3190.46,,Home Goods,1,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.2,0.097561,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000928,CUST_00299,2026-01-04 21:15:00.000000,normal,777,0,0,0,0,0,False,3325.64,,Consumer Electronics,1,1,,,0,0,0,1,1,UPI,1,0,1,0,1,0,0,0,0,0.3,0.146341,0.05,0.15,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,low
ORD_000328,CUST_00750,2026-01-04 22:00:00.000000,normal,287,0,0,0,0,0,False,3167.97,,Footwear,1,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000229,CUST_00406,2026-01-04 22:58:00.000000,normal,181,0,0,0,0,0,False,306.45,,Home Goods,2,1,,,0,0,0,1,1,UPI,0,0,1,0,1,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_002793,CUST_00759,2026-01-04 23:02:00.000000,normal,620,0,0,0,0,0,False,841.89,,Accessories,3,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.05,0.02439,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000686,CUST_00540,2026-01-04 23:06:00.000000,serial_returner,173,0,0,0,0,0,False,1329.15,,Gaming,1,1,,,0,0,0,1,1,Card,0,0,1,0,0,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000170,CUST_00827,2026-01-04 23:29:00.000000,normal,437,0,0,0,0,0,False,1435.38,,Apparel,1,1,,,0,0,0,1,1,UPI,0,0,1,0,2,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_000479,CUST_00202,2026-01-04 23:32:00.000000,normal,410,0,0,0,0,0,False,1867.12,,Grocery,2,1,,,0,0,0,1,2,UPI,0,0,1,0,0,0,0,0,0,0.15,0.073171,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,low
ORD_001563,CUST_00053,2026-01-05 00:22:00.000000,normal,420,0,0,0,0,0,False,3392.49,,Books,1,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_001751,CUST_00188,2026-01-05 00:29:00.000000,normal,970,0,0,0,0,0,False,1207.34,,Consumer Electronics,3,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.15,0.073171,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_003646,CUST_00663,2026-01-05 00:51:00.000000,normal,815,0,0,0,0,0,False,1380.87,,Grocery,2,1,,,0,0,0,1,1,Netbanking,0,0,1,0,1,0,0,0,0,0.1,0.04878,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_002794,CUST_00777,2026-01-05 03:09:04.161714,normal,280,1,0,0,0,1,True,5137.94,1207.23,Luxury Apparel,3,1,4.8,Change of mind,0,0,0,1,1,UPI,0,1,0,0,1,1,1,0,0,0.3,0.146341,0.05,0.15,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,low
ORD_000048,CUST_00194,2026-01-05 05:39:00.000000,normal,515,0,0,0,0,0,False,2142.24,,Consumer Electronics,1,1,,,0,0,0,1,1,Card,1,0,1,0,0,0,0,0,0,0.25,0.121951,0.05,0.1,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,low
ORD_000862,CUST_00006,2026-01-05 06:15:00.000000,normal,477,0,0,0,0,0,False,4864.25,,Luxury Apparel,1,1,,,0,0,0,1,1,UPI,0,0,1,0,1,0,0,0,0,0.2,0.097561,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
ORD_001823,CUST_00375,2026-01-05 12:13:00.000000,normal,777,0,0,0,0,0,False,6052.49,,Luxury Apparel,1,1,,,0,0,0,1,1,UPI,0,0,1,0,0,0,0,0,0,0.2,0.097561,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low
